doc_id,title,text,source
124,Segurança: Como a empresa protege meus dados?,"**Pergunta:** Como a empresa protege meus dados?

**Resposta:** Dados em trânsito utilizam TLS. Dados sensíveis podem ser criptografados em repouso conforme o tipo de informação.",seguranca
125,Integrações: Há API pública?,"**Pergunta:** Há API pública?

**Resposta:** Você pode revogar tokens a qualquer momento no painel de integrações para interromper acessos.",produto
126,Treinamento e Onboarding: Vocês oferecem treinamento para a equipe?,"**Pergunta:** Vocês oferecem treinamento para a equipe?

**Resposta:** A central de ajuda reúne tutoriais, FAQs, exemplos e resolução de problemas mais comuns.",sucesso_cliente
127,Cobrança: Quando ocorre a cobrança do plano?,"**Pergunta:** Quando ocorre a cobrança do plano?

**Resposta:** Boleto pode estar disponível apenas para planos anuais ou empresas (B2B), sujeito a análise.",financeiro
128,Reembolso: Como é calculado o reembolso em cancelamento antecipado?,"**Pergunta:** Como é calculado o reembolso em cancelamento antecipado?

**Resposta:** Reembolsos são aplicáveis quando há cobrança indevida, erro de processamento ou quando a solicitação ocorre dentro do período de arrependimento (7 dias).",financeiro
129,Faturas e Nota Fiscal: Qual é o CNPJ emissor e a natureza do serviço?,"**Pergunta:** Qual é o CNPJ emissor e a natureza do serviço?

**Resposta:** Para corrigir dados de faturamento, atualize o cadastro antes do próximo ciclo. Notas emitidas não podem ser alteradas, mas podemos emitir carta de correção quando aplicável.",financeiro
130,Planos e Upgrade: Como faço upgrade ou downgrade de plano?,"**Pergunta:** Como faço upgrade ou downgrade de plano?

**Resposta:** Upgrade é aplicado imediatamente, com cobrança proporcional do período restante. Downgrade entra em vigor na próxima renovação.",produto
131,Reembolso: Em quais casos tenho direito a reembolso?,"**Pergunta:** Em quais casos tenho direito a reembolso?

**Resposta:** O estorno no cartão pode levar de 5 a 15 dias úteis, dependendo da operadora. Para boleto, realizamos transferência em conta indicada pelo titular.",financeiro
132,Acesso e Login: Posso usar login com Google/Microsoft?,"**Pergunta:** Posso usar login com Google/Microsoft?

**Resposta:** Para recuperar a senha, use ‘Esqueci minha senha’ na tela de login. Enviaremos um link para o e-mail cadastrado.",suporte
133,Treinamento e Onboarding: Existe central de ajuda com tutoriais?,"**Pergunta:** Existe central de ajuda com tutoriais?

**Resposta:** A central de ajuda reúne tutoriais, FAQs, exemplos e resolução de problemas mais comuns.",sucesso_cliente
134,Conta e Dados: Como gerenciar usuários e permissões?,"**Pergunta:** Como gerenciar usuários e permissões?

**Resposta:** Recuperação de itens apagados depende do tipo de dado e do prazo. Em geral, há uma janela limitada para restauração.",produto
135,Reembolso: Como funciona a política de reembolso?,"**Pergunta:** Como funciona a política de reembolso?

**Resposta:** Para solicitar, abra um ticket com o e-mail cadastrado, informe o motivo e anexe comprovantes (quando aplicável). O retorno ocorre em até 2 dias úteis.",financeiro
136,Cobrança: Como atualizar o cartão de pagamento?,"**Pergunta:** Como atualizar o cartão de pagamento?

**Resposta:** A cobrança ocorre no início de cada ciclo (mensal/anual), na data da contratação ou da renovação.",financeiro
137,Cancelamento: Há multa de cancelamento?,"**Pergunta:** Há multa de cancelamento?

**Resposta:** Não há multa para cancelamento de planos mensais. Em planos anuais, pode haver cálculo proporcional conforme contrato.",financeiro
138,Integrações: Há API pública?,"**Pergunta:** Há API pública?

**Resposta:** Você pode revogar tokens a qualquer momento no painel de integrações para interromper acessos.",produto
139,Uso Aceitável: O que é considerado uso indevido da plataforma?,"**Pergunta:** O que é considerado uso indevido da plataforma?

**Resposta:** Violações podem levar a suspensão temporária ou encerramento da conta, conforme gravidade e reincidência.",compliance
140,Uso Aceitável: Posso compartilhar minha conta com terceiros?,"**Pergunta:** Posso compartilhar minha conta com terceiros?

**Resposta:** Podemos aplicar limites de requisição para proteger a estabilidade. Em picos, a conta pode ser temporariamente limitada.",compliance
